Julian date,Count corrected [/day],Radial velocity [km/s],Tangential velocity [km/s],Radial distance [au],Detection time [hours],Velocity phase angle [deg],Velocity inclination [deg],V_X (HAE) [km/s],V_Y (HAE) [km/s],V_Z (HAE) [km/s],Deviation angle [deg],Area front [m^2],Area side [m^2]
2458406.9583817595,45.0,-26.957215261461773,28.261378491058874,0.5678599934159874,8.00024648131499,145.30290151607394,-2.7606665540359674,-32.07378857614075,22.206541199025317,-1.8811122286262363,0.534491357294588,6.11,4.62
2458407.2917150925,40.0,-27.219551339154314,28.53014047633275,0.5626450805804867,8.000246377748418,145.8636372448067,-2.77932609457633,-32.599544060622875,22.101736834546298,-1.9120268408432874,1.0837201635010087,6.11,4.62
2458407.625048426,48.0,-27.484221027073318,28.806672343473355,0.5573794394263583,7.907039634839636,146.42954063342188,-2.7978884633198216,-33.13428224300522,21.98974845056076,-1.9434711963859532,0.0,6.11,4.62
2458407.9583817595,46.0,-27.751238603699985,29.091300782070967,0.5520626193044177,8.000246748661276,147.00086965443157,-2.8163501582318866,-33.67828225604221,21.870205469762386,-1.9754600034267997,0.5657910831209688,6.11,4.62
2458408.2917150925,41.0,-28.020616291927155,29.38436572810156,0.5466941671004739,7.938108818842534,147.57790058700698,-2.834732892033845,-34.23183300354811,21.7427074148268,-2.0080264223044266,1.1479064704756308,6.11,4.62
2458408.625048426,44.0,-28.292361025582473,29.6862385475641,0.5412736272833159,7.316730112438466,148.16091218534652,-2.853001525783869,-34.795238304749375,21.606838937679896,-2.041164849207631,0.0,6.11,4.62
2458408.9583817595,52.0,-28.56647147364022,29.997307164086887,0.5358005446685946,8.000246241817294,148.7501980343506,-2.8711422536435416,-35.36880822954,21.462152437568456,-2.0748847484805024,0.6010083749552667,6.11,4.62
2458409.2917150925,56.0,-28.842947547625123,30.317972609842624,0.5302744636023957,8.000246628698196,149.34608144309595,-2.889185504724173,-35.95286665044171,21.308158576880576,-2.1092283148793447,1.220771458440741,6.11,4.62
2458409.625048426,45.0,-29.12178476781891,30.648671474023793,0.5246949290581056,7.891505054158343,149.94889409922595,-2.907125637177909,-36.5477556468418,21.144344786651246,-2.144213587254552,0.0,6.11,4.62
2458409.9583817595,35.0,-29.402959199803647,30.989854026174,0.5190614884543564,8.000246597435092,150.5589847419749,-2.924954514408085,-37.15381457695811,20.970153763858054,-2.179856823292642,0.6407191275099949,6.11,4.62
2458410.2917150925,51.0,-29.68645175916548,31.342012195999494,0.5133736936846423,8.000246562846126,151.17672092419565,-2.94266368502243,-37.771411846486885,20.78499838471518,-2.2161759438044086,1.3023613083727084,6.11,4.62
2458410.625048426,54.0,-29.972230461044294,31.705659827024277,0.5076311013544317,7.95364314074074,151.80249424761655,-2.9602535714728697,-38.400922754346546,20.588241848389135,-2.253196192940215,0.019782341029446364,6.11,4.62
2458410.9583817595,56.0,-30.260253042283615,32.08134394125746,0.5018332752728544,8.000246628698196,152.43671759249662,-2.977720771876984,-39.04273650579976,20.3792015905748,-2.2909412759159924,0.6864256805958198,6.11,4.62
2458411.2917150925,59.0,-30.550466132610236,32.46964809071789,0.4959797884294223,7.938108502949212,153.07982662670804,-2.9950615066441766,-39.69725723390782,20.15714572954573,-2.3294360256582127,1.3957764527775147,6.11,4.62
